panelist_id,age_band,region,category,months_on_glp1,pre_glp1_size,post_glp1_size
P00529,35-44,West,womens_tops,6,L,M
P00530,55-64,Southwest,mens_bottoms,22,M,S
P00531,45-54,Northeast,mens_bottoms,5,2X,XL
P00532,45-54,Southwest,mens_tops,6,3X+,1X
P00533,65+,Southwest,womens_dresses,6,L,L
P00534,55-64,Midwest,mens_tops,16,M,S
P00535,35-44,Midwest,womens_tops,24,1X,1X
P00536,65+,Northeast,womens_bottoms,22,XL,L
P00537,45-54,Southeast,womens_tops,12,1X,XL
P00538,35-44,Northeast,womens_tops,18,L,S
P00539,25-34,Midwest,womens_tops,14,L,S
P00540,65+,Southeast,womens_bottoms,21,1X,XL
P00541,35-44,Midwest,womens_dresses,5,1X,XL
P00542,45-54,Northeast,mens_tops,13,L,S
P00543,55-64,Northeast,womens_tops,24,1X,XL
P00544,25-34,Southeast,mens_bottoms,5,XL,L
P00545,45-54,Midwest,mens_bottoms,22,2X,XL
P00546,45-54,Southeast,womens_dresses,7,L,M
P00547,45-54,West,mens_bottoms,5,L,M
P00548,55-64,Northeast,womens_bottoms,17,M,S
P00549,55-64,Midwest,womens_tops,15,XL,S
P00550,25-34,Southeast,mens_bottoms,24,3X+,1X
P00551,55-64,Midwest,womens_tops,6,M,S
P00552,35-44,Northeast,mens_bottoms,11,XL,L
P00553,55-64,Northeast,womens_bottoms,12,1X,1X
P00554,55-64,Southeast,mens_bottoms,20,L,M
P00555,55-64,Southeast,womens_tops,21,L,S
P00556,65+,West,womens_bottoms,21,M,S
P00557,25-34,Southeast,womens_dresses,19,XL,XL
P00558,55-64,West,womens_dresses,11,XL,L
P00559,35-44,Northeast,mens_bottoms,11,M,M
P00560,55-64,Northeast,mens_tops,16,M,XS
P00561,45-54,Midwest,mens_bottoms,18,L,M
P00562,35-44,Midwest,womens_tops,15,XL,XL
P00563,35-44,Midwest,mens_bottoms,19,XS,XS
P00564,35-44,Southwest,womens_tops,20,1X,L
P00565,65+,Southwest,womens_dresses,24,1X,M
P00566,35-44,West,mens_tops,24,1X,XL
P00567,65+,West,womens_bottoms,21,2X,2X
P00568,25-34,Southeast,womens_dresses,18,M,M
P00569,55-64,Southwest,womens_tops,22,L,S
P00570,25-34,Southeast,womens_tops,23,XL,L
P00571,35-44,West,womens_dresses,17,3X+,2X
P00572,45-54,Midwest,womens_bottoms,12,1X,1X
P00573,55-64,Midwest,mens_tops,20,1X,L
P00574,35-44,West,mens_tops,21,1X,1X
P00575,35-44,Southwest,mens_tops,3,M,M
P00576,25-34,Southwest,mens_tops,3,L,L
P00577,25-34,Southwest,womens_dresses,18,1X,L
P00578,45-54,Southwest,womens_tops,17,2X,1X
P00579,25-34,West,mens_tops,8,XL,L
P00580,25-34,Northeast,mens_tops,11,1X,XL
P00581,65+,Southeast,womens_dresses,5,XL,XL
P00582,65+,Northeast,womens_dresses,21,1X,XL
P00583,65+,Southeast,womens_dresses,15,XL,L
P00584,25-34,Midwest,mens_bottoms,13,1X,XL
P00585,55-64,West,womens_bottoms,21,1X,L
P00586,25-34,Midwest,womens_tops,21,3X+,2X
P00587,45-54,Southeast,womens_dresses,22,S,XS
P00588,45-54,West,mens_bottoms,10,XL,M
P00589,65+,Southeast,mens_bottoms,20,XL,XL
P00590,25-34,Southwest,womens_bottoms,7,M,S
P00591,35-44,Northeast,womens_bottoms,24,M,S
P00592,35-44,West,womens_tops,3,L,L
P00593,45-54,Northeast,womens_bottoms,8,XL,L
P00594,55-64,Southwest,womens_dresses,24,3X+,2X
P00595,55-64,Midwest,mens_bottoms,12,XL,M
P00596,65+,Southeast,womens_dresses,9,1X,XL
P00597,25-34,Midwest,womens_tops,8,2X,2X
P00598,65+,West,womens_tops,7,XL,M
P00599,25-34,Midwest,mens_bottoms,24,XL,M
P00600,35-44,West,womens_bottoms,3,1X,1X
P00601,65+,Northeast,womens_tops,21,M,S
P00602,25-34,Southeast,mens_bottoms,19,M,S
P00603,25-34,Northeast,mens_tops,19,XL,M
P00604,55-64,Northeast,mens_bottoms,3,1X,1X
P00605,35-44,Southeast,mens_tops,18,XL,XL
P00606,55-64,Southwest,womens_bottoms,10,L,L
P00607,35-44,Northeast,womens_bottoms,4,2X,XL
P00608,65+,West,mens_tops,8,L,L
P00609,35-44,Northeast,womens_tops,9,XS,XS
P00610,45-54,Midwest,womens_bottoms,16,2X,L
P00611,25-34,Northeast,womens_dresses,24,1X,XL
P00612,35-44,West,womens_tops,12,XL,S
P00613,55-64,Southwest,womens_tops,10,3X+,2X
P00614,35-44,Southeast,mens_bottoms,7,S,XS
P00615,55-64,Southwest,mens_tops,21,XL,S
P00616,35-44,Southwest,mens_bottoms,9,L,S
P00617,35-44,Northeast,mens_bottoms,21,2X,1X
P00618,65+,Southwest,mens_tops,15,L,M
P00619,65+,Northeast,womens_bottoms,16,2X,1X
P00620,55-64,Northeast,womens_tops,9,3X+,1X
P00621,55-64,Northeast,womens_bottoms,15,XL,M
P00622,65+,Southwest,womens_bottoms,15,XL,S
P00623,65+,Southwest,mens_bottoms,4,1X,XL
P00624,25-34,Southwest,womens_bottoms,12,1X,1X
P00625,45-54,West,mens_tops,3,1X,XL
P00626,45-54,Northeast,womens_tops,3,2X,2X
P00627,45-54,Southeast,mens_tops,8,1X,1X
P00628,25-34,Southwest,mens_tops,4,XL,M
P00629,65+,Northeast,mens_tops,14,S,S
P00630,45-54,Southeast,womens_tops,18,M,S
P00631,25-34,West,womens_dresses,6,1X,M
P00632,55-64,Southeast,womens_tops,9,S,XS
P00633,55-64,Midwest,womens_bottoms,17,L,S
P00634,45-54,Southeast,womens_tops,17,S,S
P00635,25-34,Southeast,womens_tops,14,M,M
P00636,25-34,West,womens_tops,9,2X,XL
P00637,25-34,Southeast,womens_bottoms,13,2X,2X
P00638,35-44,Midwest,womens_bottoms,16,3X+,2X
P00639,35-44,Midwest,womens_bottoms,15,1X,XL
P00640,65+,Northeast,mens_tops,18,L,M
P00641,55-64,Midwest,mens_bottoms,13,L,M
P00642,55-64,Midwest,mens_bottoms,10,L,S
P00643,45-54,Southwest,womens_bottoms,15,M,S
P00644,25-34,West,mens_tops,19,2X,XL
P00645,35-44,West,mens_bottoms,13,XL,L
P00646,65+,Northeast,mens_bottoms,13,M,S
P00647,25-34,Midwest,mens_tops,9,L,S
P00648,65+,Midwest,mens_tops,8,2X,XL
P00649,55-64,Northeast,mens_tops,11,L,M
P00650,65+,Northeast,womens_bottoms,19,M,XS
P00651,25-34,Southwest,womens_tops,9,XL,XS
P00652,35-44,Southeast,mens_bottoms,7,2X,2X
P00653,55-64,Southwest,womens_tops,20,1X,L
P00654,65+,Southeast,womens_tops,7,2X,1X
P00655,55-64,West,womens_tops,9,XL,M
P00656,65+,Northeast,mens_bottoms,6,L,L
P00657,65+,Midwest,womens_bottoms,11,L,M
P00658,55-64,Southwest,womens_bottoms,11,XS,XS
P00659,55-64,Southeast,womens_bottoms,11,3X+,3X+
P00660,65+,Midwest,womens_tops,9,XL,XL
P00661,65+,Southwest,mens_bottoms,14,M,S
P00662,25-34,Northeast,womens_dresses,10,XL,M
P00663,55-64,Southwest,womens_bottoms,13,2X,1X
P00664,65+,Northeast,womens_bottoms,3,L,M
P00665,25-34,Southwest,mens_bottoms,13,S,S
P00666,65+,West,mens_bottoms,17,2X,1X
P00667,35-44,West,mens_tops,4,2X,2X
P00668,25-34,Southwest,womens_bottoms,22,XL,S
P00669,45-54,Northeast,mens_tops,24,M,S
P00670,45-54,Midwest,womens_dresses,9,1X,1X
P00671,65+,Southwest,womens_dresses,7,1X,XL
P00672,25-34,Northeast,mens_tops,17,2X,XL
P00673,55-64,Midwest,womens_bottoms,22,XL,M
P00674,35-44,Southeast,womens_tops,4,M,M
P00675,35-44,Midwest,mens_bottoms,21,L,M
P00676,45-54,Southeast,womens_tops,14,3X+,1X
P00677,55-64,Southeast,womens_bottoms,17,S,XS
P00678,65+,Northeast,womens_tops,23,XL,L
P00679,25-34,Midwest,mens_tops,20,1X,XL
P00680,45-54,West,mens_bottoms,8,M,S
P00681,25-34,Southeast,womens_dresses,24,M,S
P00682,65+,Southwest,womens_bottoms,5,1X,1X
P00683,55-64,Southwest,womens_bottoms,19,XL,L
P00684,35-44,West,womens_tops,20,1X,1X
P00685,65+,Northeast,womens_tops,9,M,XS
P00686,35-44,Northeast,womens_dresses,23,L,L
P00687,35-44,Southeast,mens_bottoms,23,XL,L
P00688,35-44,West,womens_bottoms,4,L,M
P00689,65+,Northeast,womens_tops,8,1X,1X
P00690,35-44,Northeast,womens_tops,10,S,XS
P00691,55-64,Southwest,mens_bottoms,4,XL,XL
P00692,65+,Southwest,mens_tops,9,1X,XL
P00693,65+,Midwest,womens_dresses,19,2X,XL
P00694,45-54,Southeast,mens_tops,22,2X,1X
P00695,55-64,Southwest,mens_tops,4,L,L
P00696,45-54,Southeast,womens_bottoms,19,1X,XL
P00697,25-34,Southwest,mens_tops,24,1X,XL
P00698,45-54,Southwest,womens_bottoms,6,M,M
P00699,35-44,Northeast,womens_dresses,5,XL,XL
P00700,25-34,Southeast,mens_bottoms,20,S,XS
P00701,25-34,Southwest,mens_bottoms,3,S,XS
P00702,55-64,Southeast,womens_tops,4,XL,S
P00703,55-64,Northeast,mens_bottoms,6,XL,L
P00704,45-54,West,mens_tops,12,1X,XL
P00705,55-64,Southwest,womens_tops,24,L,XS
P00706,55-64,Southeast,mens_tops,4,XL,XL
P00707,55-64,Northeast,mens_tops,12,XL,L
P00708,65+,Southeast,womens_dresses,24,L,S
P00709,65+,West,womens_dresses,19,XL,M
P00710,25-34,West,womens_tops,24,1X,XL
P00711,55-64,Midwest,womens_bottoms,21,XL,L
P00712,25-34,Midwest,womens_bottoms,10,XL,M
P00713,55-64,West,womens_bottoms,6,2X,2X
P00714,45-54,West,womens_tops,7,M,XS
P00715,45-54,Midwest,womens_bottoms,19,2X,1X
P00716,45-54,Northeast,womens_dresses,4,L,L
P00717,25-34,Southeast,womens_dresses,15,L,M
P00718,65+,Midwest,mens_tops,4,L,L
P00719,35-44,Midwest,womens_bottoms,17,XL,XL
P00720,55-64,Midwest,mens_tops,17,L,L
P00721,25-34,Southwest,womens_tops,4,XL,M
P00722,25-34,Northeast,womens_bottoms,6,S,S
P00723,55-64,Midwest,womens_dresses,14,1X,L
P00724,65+,Midwest,womens_dresses,4,1X,XL
P00725,55-64,Southwest,womens_bottoms,19,L,M
P00726,45-54,Southwest,womens_bottoms,16,S,XS
P00727,45-54,Midwest,womens_dresses,16,M,S
P00728,45-54,Southwest,womens_bottoms,11,1X,1X
P00729,35-44,Midwest,mens_bottoms,6,XL,L
P00730,55-64,Northeast,womens_tops,12,M,M
P00731,65+,Southwest,womens_tops,19,2X,1X
P00732,25-34,Southwest,womens_tops,6,L,M
P00733,45-54,Southwest,mens_tops,11,XL,L
P00734,65+,Northeast,mens_tops,22,3X+,1X
P00735,35-44,Southwest,mens_bottoms,9,XL,S
P00736,45-54,Northeast,womens_bottoms,22,1X,M
P00737,65+,Southeast,mens_bottoms,4,XL,L
P00738,55-64,Southeast,womens_tops,22,2X,XL
P00739,55-64,Southeast,womens_dresses,16,2X,XL
P00740,65+,Southwest,womens_bottoms,19,XS,XS
P00741,35-44,Midwest,mens_bottoms,15,1X,M
P00742,25-34,Southwest,womens_dresses,23,1X,L
P00743,55-64,Midwest,mens_bottoms,5,S,S
P00744,35-44,Southeast,womens_bottoms,24,S,S
P00745,35-44,Northeast,womens_tops,19,XL,XL
P00746,45-54,West,womens_tops,11,M,S
P00747,45-54,Southwest,mens_tops,12,L,M
P00748,55-64,West,mens_bottoms,14,XL,M
P00749,25-34,West,womens_dresses,23,S,XS
P00750,55-64,Southwest,mens_tops,24,L,XS
P00751,55-64,Midwest,mens_tops,4,XL,M
P00752,45-54,Northeast,womens_dresses,22,L,M
P00753,25-34,Midwest,womens_dresses,24,S,XS
P00754,65+,Midwest,mens_bottoms,4,2X,1X
P00755,65+,Southeast,mens_bottoms,22,1X,XL
P00756,65+,Northeast,mens_tops,17,2X,M
P00757,35-44,Southwest,womens_tops,5,M,S
P00758,55-64,Southeast,womens_tops,19,XL,S
P00759,35-44,West,womens_dresses,22,L,XS
P00760,35-44,Midwest,womens_tops,23,3X+,1X
P00761,25-34,Northeast,womens_bottoms,4,3X+,3X+
P00762,35-44,West,mens_bottoms,17,2X,1X
P00763,55-64,Northeast,mens_bottoms,24,2X,1X
P00764,25-34,Southwest,womens_tops,12,1X,XL
P00765,25-34,Southwest,mens_tops,10,1X,1X
P00766,65+,Southwest,womens_tops,16,XL,M
P00767,35-44,Southeast,womens_tops,4,L,S
P00768,55-64,Southeast,mens_bottoms,10,1X,1X
P00769,65+,West,womens_bottoms,7,2X,2X
P00770,35-44,West,womens_dresses,7,M,XS
P00771,65+,Southeast,womens_bottoms,20,1X,L
P00772,55-64,Northeast,womens_bottoms,19,L,M
P00773,65+,Northeast,womens_dresses,8,L,S
P00774,45-54,Southeast,womens_bottoms,19,XL,L
P00775,45-54,Southeast,mens_tops,7,S,XS
P00776,35-44,Midwest,womens_dresses,4,1X,1X
P00777,55-64,West,womens_bottoms,5,XL,L
P00778,45-54,Northeast,mens_tops,10,S,XS
P00779,35-44,Southwest,mens_bottoms,15,1X,XL
P00780,55-64,West,womens_tops,6,XL,XL
P00781,55-64,West,womens_bottoms,9,L,M
P00782,45-54,West,mens_bottoms,16,M,XS
P00783,25-34,West,womens_tops,14,XL,XL
P00784,25-34,Northeast,mens_bottoms,7,3X+,2X
P00785,25-34,West,womens_bottoms,3,XL,L
P00786,45-54,Northeast,womens_dresses,3,1X,M
P00787,65+,West,mens_tops,16,L,M
P00788,45-54,Northeast,mens_bottoms,5,XL,XL
P00789,35-44,West,mens_tops,15,2X,1X
P00790,55-64,Midwest,womens_dresses,12,1X,M
P00791,35-44,Southwest,mens_bottoms,11,3X+,1X
P00792,55-64,West,mens_tops,6,1X,1X
P00793,55-64,West,mens_bottoms,9,1X,1X
P00794,25-34,Southeast,womens_dresses,21,L,S
P00795,65+,Southwest,mens_bottoms,12,M,S
P00796,45-54,Midwest,womens_dresses,23,XL,M
P00797,25-34,Southwest,mens_bottoms,6,2X,1X
P00798,35-44,Southeast,womens_dresses,4,S,S
P00799,35-44,Southeast,womens_bottoms,19,L,S
P00800,35-44,Southwest,mens_tops,18,L,S
P00801,55-64,Northeast,mens_tops,24,S,XS
P00802,55-64,Southwest,womens_dresses,6,L,L
P00803,45-54,Southeast,womens_bottoms,18,2X,2X
P00804,35-44,Midwest,mens_tops,19,L,M
P00805,55-64,West,womens_tops,24,1X,M
P00806,65+,Midwest,womens_tops,16,M,S
P00807,25-34,Northeast,mens_tops,6,XL,L
P00808,25-34,Southeast,womens_tops,20,2X,2X
P00809,35-44,Northeast,womens_bottoms,9,S,XS
P00810,55-64,Southeast,womens_tops,16,M,M
P00811,65+,West,womens_bottoms,21,1X,M
P00812,45-54,West,mens_tops,23,S,XS
P00813,65+,Southeast,mens_bottoms,11,L,M
P00814,55-64,Midwest,mens_bottoms,22,M,XS
P00815,45-54,Southwest,mens_bottoms,18,M,XS
P00816,65+,Northeast,mens_bottoms,16,1X,L
P00817,45-54,Northeast,womens_tops,12,XL,XL
P00818,45-54,Southwest,womens_bottoms,6,XL,L
P00819,25-34,Southwest,mens_tops,12,XL,L
P00820,35-44,Southwest,womens_tops,8,XS,XS
P00821,35-44,Northeast,womens_bottoms,5,1X,XL
P00822,55-64,West,womens_tops,5,M,S
P00823,25-34,Southeast,womens_bottoms,22,2X,1X
P00824,35-44,Midwest,mens_tops,22,L,M
P00825,25-34,Midwest,womens_tops,5,L,M
P00826,55-64,Southeast,mens_tops,3,1X,XL
P00827,35-44,Southeast,mens_bottoms,18,1X,XL
P00828,35-44,Midwest,mens_tops,12,1X,L
P00829,35-44,Southwest,mens_bottoms,24,1X,L
P00830,65+,West,mens_bottoms,14,3X+,1X
P00831,65+,Northeast,mens_tops,19,XL,M
P00832,65+,Midwest,womens_dresses,13,XL,L
P00833,65+,West,mens_bottoms,24,2X,XL
P00834,25-34,Northeast,womens_dresses,6,XL,XL
P00835,25-34,Northeast,mens_bottoms,10,L,M
P00836,65+,Southwest,womens_dresses,22,1X,XL
P00837,45-54,Southwest,mens_bottoms,3,XL,XL
P00838,55-64,Southeast,womens_tops,24,L,M
P00839,35-44,Southwest,womens_bottoms,19,XS,XS
P00840,55-64,Southeast,womens_bottoms,13,XL,L
P00841,25-34,Southwest,womens_bottoms,9,M,M
P00842,35-44,Southeast,womens_tops,15,XL,M
P00843,45-54,Northeast,womens_bottoms,17,XL,L
P00844,25-34,Southeast,mens_tops,24,2X,2X
P00845,25-34,West,womens_bottoms,9,L,M
P00846,55-64,Southeast,mens_tops,20,XL,L
P00847,65+,Northeast,womens_tops,15,M,S
P00848,25-34,West,womens_dresses,11,XL,XL
P00849,45-54,West,womens_bottoms,14,2X,1X
P00850,45-54,Southeast,womens_dresses,9,XL,L
P00851,45-54,Southwest,womens_dresses,7,1X,XL
P00852,25-34,Southeast,mens_tops,23,1X,L
P00853,25-34,Southeast,womens_bottoms,24,L,S
P00854,25-34,Northeast,womens_bottoms,6,XL,XL
P00855,35-44,Midwest,mens_bottoms,15,XL,XL
P00856,55-64,Northeast,mens_tops,11,2X,XL
P00857,55-64,Northeast,womens_dresses,17,2X,2X
P00858,25-34,West,womens_tops,19,XL,M
P00859,65+,Midwest,mens_tops,20,M,S
P00860,55-64,West,womens_tops,18,L,M
P00861,25-34,West,mens_tops,15,L,M
P00862,45-54,West,womens_tops,5,M,XS
P00863,55-64,Southwest,mens_bottoms,15,L,L
P00864,35-44,West,mens_tops,24,2X,1X
P00865,55-64,Midwest,womens_dresses,3,1X,1X
P00866,35-44,Southeast,womens_dresses,17,L,L
P00867,55-64,Northeast,womens_bottoms,13,L,M
P00868,45-54,Midwest,mens_bottoms,15,XL,M
P00869,45-54,Southeast,womens_dresses,3,2X,1X
P00870,25-34,Northeast,mens_tops,23,M,S
P00871,25-34,Northeast,mens_bottoms,21,XL,S
P00872,25-34,Midwest,womens_tops,8,XL,L
P00873,25-34,West,womens_dresses,4,1X,XL
P00874,35-44,Southwest,womens_dresses,21,3X+,XL
P00875,25-34,Southeast,mens_tops,20,M,XS
P00876,35-44,Midwest,mens_tops,14,XL,M
P00877,45-54,Northeast,womens_dresses,16,M,S
P00878,55-64,Southeast,womens_dresses,6,M,XS
P00879,45-54,West,mens_tops,9,M,M
P00880,65+,West,mens_bottoms,5,XL,XL
P00881,65+,West,womens_bottoms,14,1X,XL
P00882,35-44,Midwest,womens_tops,15,S,S
P00883,25-34,Northeast,womens_dresses,5,L,M
P00884,35-44,Southeast,womens_dresses,23,3X+,2X
P00885,25-34,Northeast,womens_bottoms,23,XL,L
P00886,45-54,West,womens_tops,9,XL,XL
P00887,25-34,Southeast,womens_dresses,14,S,XS
P00888,55-64,Southwest,womens_tops,18,1X,XL
P00889,55-64,Northeast,womens_bottoms,19,M,XS
P00890,35-44,Northeast,womens_tops,10,M,S
P00891,35-44,Northeast,mens_bottoms,4,1X,1X
P00892,65+,Southwest,mens_tops,20,XL,L
P00893,55-64,Southwest,womens_bottoms,7,XL,XL
P00894,55-64,Northeast,womens_dresses,3,XL,L
P00895,45-54,West,mens_bottoms,14,L,L
P00896,35-44,Northeast,womens_dresses,20,2X,XL
P00897,65+,Southwest,womens_tops,24,3X+,3X+
P00898,45-54,Southeast,womens_tops,17,S,XS
P00899,35-44,Southeast,womens_bottoms,18,XL,M
P00900,65+,Southwest,womens_tops,17,XL,L
P00901,35-44,Midwest,mens_bottoms,5,XL,XL
P00902,45-54,Northeast,womens_tops,6,XL,M
P00903,25-34,Southwest,womens_dresses,23,XL,L
P00904,25-34,Southwest,womens_dresses,13,M,S
P00905,65+,Southwest,womens_bottoms,9,2X,XL
P00906,65+,West,womens_bottoms,24,M,S
P00907,55-64,Northeast,womens_dresses,24,XL,L
P00908,55-64,Northeast,mens_tops,8,1X,XL
P00909,25-34,Northeast,mens_bottoms,12,L,S
P00910,45-54,Southeast,womens_dresses,9,2X,XL
P00911,45-54,Southeast,womens_tops,23,XL,XL
P00912,35-44,Midwest,womens_bottoms,21,L,XS
P00913,25-34,West,womens_dresses,22,2X,XL
P00914,45-54,Southwest,womens_bottoms,19,1X,XL
P00915,35-44,Northeast,womens_bottoms,19,L,S
P00916,55-64,West,womens_bottoms,17,XL,L
P00917,35-44,Midwest,mens_tops,23,1X,XL
P00918,65+,West,womens_dresses,4,2X,1X
P00919,55-64,West,mens_bottoms,9,M,S
P00920,65+,West,womens_dresses,18,1X,S
P00921,55-64,Midwest,mens_tops,22,XL,L
P00922,65+,Southeast,mens_bottoms,17,M,S
P00923,55-64,Northeast,womens_tops,15,L,M
P00924,25-34,Southwest,womens_tops,12,XL,L
P00925,55-64,West,womens_dresses,10,2X,2X
P00926,65+,Southeast,mens_tops,7,3X+,3X+
P00927,35-44,Southeast,mens_bottoms,21,XL,L
P00928,25-34,Midwest,womens_tops,21,XL,M
P00929,55-64,Southwest,mens_bottoms,20,L,S
P00930,65+,Southeast,womens_tops,21,3X+,1X
P00931,25-34,Northeast,womens_dresses,3,XL,M
P00932,35-44,Southeast,womens_bottoms,5,L,L
P00933,65+,Northeast,mens_bottoms,16,3X+,2X
P00934,25-34,West,womens_dresses,16,L,M
P00935,65+,Midwest,womens_tops,3,1X,1X
P00936,45-54,Northeast,mens_tops,12,XL,L
P00937,45-54,West,womens_dresses,21,S,S
P00938,65+,West,mens_bottoms,12,2X,1X
P00939,35-44,Northeast,mens_tops,11,2X,XL
P00940,45-54,West,womens_bottoms,22,XL,S
P00941,55-64,Southwest,womens_bottoms,19,XL,M
P00942,45-54,Midwest,womens_bottoms,5,S,XS
P00943,65+,Southeast,womens_bottoms,14,L,L
P00944,25-34,Southwest,womens_tops,16,M,XS
P00945,65+,West,womens_dresses,22,XL,S
P00946,45-54,Midwest,mens_tops,8,S,XS
P00947,45-54,Midwest,mens_bottoms,16,2X,XL
P00948,65+,Northeast,mens_bottoms,9,1X,XL
P00949,65+,Southwest,mens_tops,9,L,M
P00950,55-64,Midwest,womens_dresses,13,XL,S
P00951,65+,Midwest,mens_tops,22,L,S
P00952,55-64,Southeast,womens_dresses,12,XL,L
P00953,65+,Southeast,womens_tops,14,XL,M
P00954,45-54,Southeast,mens_bottoms,13,L,S
P00955,45-54,Southwest,mens_bottoms,16,M,S
P00956,45-54,Southwest,womens_bottoms,23,1X,L
P00957,65+,Northeast,mens_tops,24,XL,L
P00958,65+,Northeast,mens_tops,21,L,XS
P00959,55-64,Northeast,womens_bottoms,13,2X,1X
P00960,25-34,Southwest,womens_bottoms,19,1X,1X
P00961,25-34,Southeast,womens_bottoms,11,1X,1X
P00962,25-34,Midwest,mens_tops,8,M,M
P00963,25-34,Midwest,womens_tops,24,XL,M
P00964,25-34,Northeast,womens_dresses,12,M,M
P00965,65+,Southeast,womens_tops,3,S,S
P00966,45-54,Northeast,mens_tops,8,1X,M
P00967,55-64,West,womens_tops,13,3X+,1X
P00968,55-64,Southwest,womens_bottoms,3,1X,1X
P00969,65+,Southeast,womens_dresses,9,1X,XL
P00970,65+,Southwest,mens_tops,3,2X,2X
P00971,35-44,West,mens_tops,14,M,S
P00972,45-54,Midwest,mens_bottoms,5,XL,XL
P00973,25-34,West,womens_dresses,4,XL,S
P00974,25-34,Midwest,mens_bottoms,12,1X,L
P00975,55-64,Midwest,womens_tops,21,L,S
P00976,45-54,West,womens_tops,17,M,XS
P00977,35-44,Northeast,womens_bottoms,9,XL,XL
P00978,25-34,West,mens_bottoms,4,1X,XL
P00979,25-34,Northeast,womens_dresses,7,L,L
P00980,35-44,Midwest,womens_dresses,14,L,M
P00981,35-44,Midwest,womens_dresses,16,XL,L
P00982,55-64,Southeast,mens_tops,22,1X,XL
P00983,45-54,Southwest,mens_bottoms,24,XL,S
P00984,55-64,Northeast,mens_bottoms,5,M,S
P00985,25-34,Midwest,mens_bottoms,24,1X,1X
P00986,65+,Midwest,womens_bottoms,14,1X,M
P00987,35-44,Northeast,womens_dresses,7,L,S
P00988,55-64,Southeast,mens_bottoms,21,L,XS
P00989,35-44,Southeast,womens_bottoms,3,2X,1X
P00990,55-64,West,mens_bottoms,16,M,XS
P00991,55-64,West,mens_tops,11,M,S
P00992,55-64,West,mens_bottoms,20,L,S
P00993,65+,Southeast,womens_dresses,17,M,XS
P00994,25-34,Southwest,mens_tops,4,2X,2X
P00995,65+,West,womens_bottoms,13,2X,1X
P00996,25-34,West,womens_tops,5,L,L
P00997,45-54,Northeast,mens_tops,14,1X,M
P00998,35-44,Southeast,womens_bottoms,18,S,XS
P00999,65+,Southwest,womens_tops,8,XL,L
P01000,25-34,Northeast,womens_dresses,19,XL,M
P01001,65+,Southwest,womens_dresses,23,XL,M
P01002,65+,Midwest,womens_dresses,17,XL,S
P01003,55-64,Southeast,mens_bottoms,19,L,M
P01004,45-54,Southwest,womens_dresses,18,L,XS
P01005,25-34,Southwest,womens_bottoms,7,1X,XL
P01006,55-64,Northeast,mens_tops,13,2X,1X
P01007,45-54,West,womens_bottoms,3,2X,1X
P01008,25-34,Midwest,womens_tops,5,1X,XL
P01009,55-64,West,mens_bottoms,12,M,XS
P01010,45-54,Southwest,womens_tops,6,M,S
P01011,45-54,Midwest,mens_bottoms,19,2X,2X
P01012,45-54,West,mens_tops,10,XL,L
P01013,25-34,Midwest,mens_bottoms,7,1X,XL
P01014,25-34,Southeast,womens_dresses,13,XL,S
P01015,35-44,Northeast,womens_bottoms,17,M,S
P01016,55-64,West,womens_bottoms,22,2X,1X
P01017,55-64,Southwest,womens_tops,13,XL,M
P01018,45-54,Southeast,mens_tops,17,S,XS
P01019,45-54,Midwest,womens_dresses,11,M,XS
P01020,55-64,Southwest,mens_tops,11,XL,M
P01021,65+,Southwest,womens_bottoms,14,L,L
P01022,25-34,Southeast,womens_tops,19,S,S
P01023,35-44,West,womens_dresses,9,L,M
P01024,25-34,Northeast,mens_bottoms,9,XL,XL
P01025,35-44,Northeast,womens_dresses,18,3X+,3X+
P01026,65+,Northeast,mens_tops,8,L,M
P01027,25-34,Southwest,womens_dresses,12,1X,XL
P01028,25-34,Midwest,womens_dresses,5,M,M
P01029,65+,Northeast,womens_tops,16,3X+,1X
P01030,25-34,Southeast,mens_tops,17,1X,XL
P01031,45-54,Midwest,womens_dresses,17,S,XS
P01032,25-34,Northeast,mens_bottoms,15,M,S
P01033,55-64,Northeast,womens_bottoms,12,1X,M
P01034,55-64,Northeast,womens_dresses,11,2X,1X
P01035,45-54,Midwest,womens_tops,11,XL,M
P01036,25-34,Northeast,womens_dresses,13,L,M
P01037,45-54,Midwest,mens_bottoms,18,3X+,2X
P01038,65+,Northeast,mens_bottoms,15,XL,XL
P01039,25-34,West,womens_bottoms,17,3X+,2X
P01040,65+,West,mens_bottoms,3,1X,1X
P01041,45-54,Southeast,mens_tops,7,M,M
P01042,45-54,Midwest,womens_bottoms,21,3X+,1X
P01043,65+,Southwest,womens_tops,7,L,L
